RR,DET,DNRLINES,MDL,ADL,DENTR,LAM,AVL,MVL,VNRLINES,VENTR,radius,sample_id,method,system,coupling,RR_target
0.1416,100,22,53,16.09090909090909,2.1458417525947544,0,0,0,0,0,0.09,38,MdRQA,f,0.32,NA
0.1416,100,22,53,16.09090909090909,2.1458417525947544,0,NA,NA,NA,NA,0.09,38,MdRQA_crqa,f,0.32,NA
0.4992,100,22,284,56.72727272727273,2.3978952727983707,44.71153846153847,5.58,8,100,1.8880882498500755,0.1281061596228315,39,MvJRQA,1,0.34,0.5
0.5,100,24,118,52.083333333333336,2.4849066497880004,46.800000000000004,2.0034246575342465,3,292,0.022859724367924498,0.04487015795395816,39,MvJRQA,2,0.34,0.5
0.17279999999999998,100,8,117,54,1.3862943611198906,0,0,0,0,0,NA,39,MvJRQA,j,0.34,0.5
0.1416,100,22,53,16.09090909090909,2.1458417525947544,0,0,0,0,0,0.09,39,MdRQA,f,0.34,NA
0.1416,100,22,53,16.09090909090909,2.1458417525947544,0,NA,NA,NA,NA,0.09,39,MdRQA_crqa,f,0.34,NA
0.4992,100,22,284,56.72727272727273,2.3978952727983707,44.71153846153847,5.58,8,100,1.8880882498500755,0.1281061596228315,40,MvJRQA,1,0.36,0.5
0.496,100,24,118,51.666666666666664,2.4849066497880004,46.61290322580645,2,2,289,-0,0.04492022882669501,40,MvJRQA,2,0.36,0.5
0.17520000000000002,100,8,117,54.75,1.3862943611198906,0,0,0,0,0,NA,40,MvJRQA,j,0.36,0.5
0.13999999999999999,100,22,53,15.909090909090908,2.2718685126965625,0,0,0,0,0,0.09,40,MdRQA,f,0.36,NA
0.13999999999999999,100,22,53,15.909090909090908,2.2718685126965625,0,NA,NA,NA,NA,0.09,40,MdRQA_crqa,f,0.36,NA
